customer_id,region,plan,tenure_months,monthly_spend,support_tickets,churned
1733,South,Basic,9,36.47,1,0
1734,North,Premium,22,43.0,0,0
1735,East,Standard,54,60.01,1,0
1736,North,Standard,39,61.04,0,0
1737,South,Basic,24,51.35,1,0
1738,South,Basic,23,67.67,0,0
1739,South,Standard,9,70.84,2,0
1740,North,Basic,24,62.69,2,1
1741,North,Basic,30,38.17,1,0
1742,West,Standard,30,56.9,2,0
1743,North,Basic,39,56.99,2,1
1744,South,Basic,20,33.32,2,0
1745,South,Basic,15,19.75,0,0
1746,South,Basic,64,11.59,2,0
1747,South,Standard,29,49.26,2,0
1748,East,Premium,19,53.36,0,0
1749,West,Basic,46,26.73,2,0
1750,North,Basic,39,66.83,1,0
1751,South,Standard,41,50.74,3,0
1752,North,Basic,16,72.29,0,0
1753,South,Standard,52,54.67,3,1
1754,East,Premium,14,28.81,1,0
1755,North,Standard,60,56.25,3,0
1756,South,Basic,31,60.06,1,1
1757,West,Premium,30,38.14,1,0
1758,North,Basic,28,22.04,2,1
1759,South,Premium,31,49.81,0,1
1760,East,Standard,48,29.98,0,0
1761,North,Standard,36,68.18,2,0
1762,North,Premium,10,40.67,1,0
1763,North,Standard,41,79.04,2,1
1764,West,Basic,19,9.77,1,1
1765,North,Basic,8,50.43,0,1
1766,North,Standard,60,73.73,0,0
1767,North,Standard,23,31.97,1,0
1768,North,Basic,43,45.13,0,0
1769,East,Standard,13,40.75,2,1
1770,North,Standard,25,35.69,1,0
1771,South,Basic,28,52.4,0,0
1772,South,Basic,10,24.68,2,0
1773,West,Basic,70,46.0,1,1
1774,North,Basic,23,57.29,1,1
1775,West,Basic,42,44.13,2,1
1776,East,Basic,41,30.0,2,0
1777,North,Basic,31,66.54,0,0
1778,East,Basic,42,61.14,1,0
1779,West,Standard,41,29.26,0,0
1780,North,Basic,6,24.71,1,0
1781,West,Premium,48,30.87,1,0
1782,South,Premium,9,57.81,2,0
1783,East,Standard,31,52.96,2,0
1784,West,Premium,26,62.22,1,0
1785,South,Premium,32,42.13,0,0
1786,East,Basic,6,31.35,1,0
1787,South,Standard,50,64.54,3,0
1788,East,Basic,30,38.04,4,0
1789,East,Standard,5,51.36,0,0
1790,North,Standard,1,20.1,0,0
1791,South,Basic,39,37.74,2,0
1792,South,Basic,48,66.17,1,1
1793,North,Premium,39,35.11,2,0
1794,North,Basic,52,62.66,0,0
1795,South,Basic,54,8.0,2,0
1796,North,Basic,62,37.93,1,0
1797,North,Standard,70,44.92,1,0
1798,East,Premium,63,79.37,2,0
1799,East,Standard,57,26.96,0,0
1800,East,Basic,31,60.08,1,0
1801,South,Basic,36,67.02,2,0
1802,West,Basic,44,35.01,1,0
1803,South,Standard,13,41.28,3,0
1804,North,Premium,49,50.55,1,0
1805,North,Standard,42,21.33,0,0
1806,East,Basic,37,39.81,1,0
1807,North,Standard,60,70.97,0,0
1808,South,Basic,49,57.41,0,0
1809,West,Standard,67,45.18,2,0
1810,North,Standard,70,50.04,0,0
1811,North,Standard,59,58.46,2,0
1812,West,Standard,22,61.9,2,1
1813,South,Premium,14,37.98,2,0
1814,North,Basic,22,75.62,3,1
1815,West,Basic,51,71.69,0,1
1816,West,Basic,62,60.19,1,1
1817,South,Standard,63,32.83,2,0
1818,East,Standard,49,29.64,1,0
1819,North,Standard,49,42.12,5,0
1820,North,Standard,68,49.09,1,0
1821,South,Basic,49,16.17,1,0
1822,North,Standard,11,56.9,3,0
1823,East,Standard,36,71.17,0,0
1824,West,Basic,26,58.38,1,1
1825,North,Basic,46,35.83,1,0
1826,South,Basic,46,33.7,1,0
1827,North,Basic,21,53.4,2,1
1828,West,Standard,22,45.24,0,0
1829,North,Premium,7,55.97,0,0
1830,East,Standard,21,58.83,1,0
1831,South,Basic,59,67.65,0,0
1832,South,Standard,47,27.62,3,0
1833,East,Standard,67,51.99,1,0
1834,East,Basic,66,41.46,1,0
1835,South,Premium,61,46.22,2,0
1836,East,Basic,13,63.56,2,1
1837,West,Basic,24,65.52,1,0
1838,South,Basic,5,73.17,0,0
1839,South,Basic,7,55.66,1,0
1840,North,Premium,17,46.02,1,1
1841,East,Basic,20,43.45,2,0
1842,South,Basic,2,16.77,2,0
1843,South,Basic,60,72.12,0,0
1844,North,Basic,38,42.21,1,0
1845,West,Basic,47,57.11,0,0
1846,South,Basic,47,60.22,1,0
1847,East,Standard,69,25.58,0,0
1848,North,Basic,11,31.38,3,0
1849,West,Standard,25,75.85,1,0
1850,North,Basic,22,53.23,0,0
1851,North,Standard,40,37.55,1,0
1852,West,Premium,38,45.73,0,0
1853,West,Basic,57,67.55,0,1
1854,North,Basic,40,64.82,0,0
1855,South,Premium,17,21.61,0,0
1856,East,Standard,41,77.42,2,0
1857,West,Standard,69,65.39,1,0
1858,South,Basic,42,45.26,2,0
1859,South,Basic,43,26.55,1,0
1860,East,Standard,13,66.97,0,0
1861,East,Premium,1,56.58,2,0
1862,East,Basic,15,21.76,2,0
1863,South,Standard,2,43.82,1,0
1864,North,Standard,33,104.27,0,0
1865,West,Basic,63,48.3,1,0
1866,West,Basic,32,34.64,2,0
1867,East,Basic,46,29.85,2,0
1868,North,Basic,61,79.9,1,0
1869,North,Standard,55,63.26,1,0
1870,East,Basic,47,73.33,0,0
1871,North,Basic,56,52.47,1,0
1872,West,Standard,20,70.57,0,0
1873,South,Standard,30,32.73,0,0
1874,East,Standard,29,50.93,2,1
1875,West,Standard,57,53.17,1,1
1876,South,Basic,30,72.88,1,0
1877,South,Standard,67,53.74,1,0
1878,East,Basic,14,36.74,2,0
1879,South,Basic,13,49.15,2,1
1880,South,Basic,51,17.82,1,0
1881,East,Standard,55,8.0,0,0
1882,West,Standard,49,62.96,0,0
1883,South,Basic,22,41.25,2,0
1884,North,Premium,1,43.29,2,0
1885,South,Premium,23,62.96,1,0
1886,South,Basic,34,73.15,0,0
1887,North,Standard,30,57.62,1,0
1888,North,Basic,66,82.71,0,0
1889,East,Premium,62,57.05,3,0
1890,South,Basic,56,53.44,7,1
1891,West,Basic,2,52.33,3,1
1892,North,Basic,10,24.86,0,0
1893,North,Basic,31,65.21,0,0
1894,East,Standard,45,8.0,1,0
1895,West,Standard,49,37.45,0,0
1896,North,Basic,22,48.41,1,1
1897,North,Standard,8,33.78,2,0
1898,North,Premium,24,39.87,0,0
1899,South,Standard,57,81.11,2,0
1900,South,Standard,71,67.87,0,0
1901,North,Basic,67,35.66,3,1
1902,North,Basic,43,39.55,2,0
1903,South,Premium,7,25.01,4,1
1904,West,Standard,69,60.69,1,1
1905,East,Standard,11,43.5,1,0
1906,South,Premium,20,12.6,1,0
1907,North,Basic,70,49.81,0,0
1908,North,Standard,36,55.9,1,0
1909,North,Basic,15,65.34,0,0
1910,East,Basic,36,46.68,0,0
1911,West,Standard,6,41.29,1,0
1912,West,Basic,23,83.75,0,1
1913,West,Premium,68,48.12,1,0
1914,West,Basic,22,60.95,0,0
1915,West,Premium,64,38.29,1,0
1916,North,Standard,39,60.42,0,0
1917,North,Standard,47,21.8,0,0
1918,South,Premium,50,39.68,3,1
1919,South,Basic,40,26.25,1,0
1920,North,Basic,3,37.11,0,0
1921,West,Basic,66,70.51,1,1
1922,East,Basic,34,36.98,0,1
1923,South,Premium,47,60.93,1,0
1924,North,Standard,40,75.31,0,0
1925,North,Basic,47,47.5,1,0
1926,North,Basic,26,65.89,1,1
1927,West,Standard,60,57.56,2,0
1928,South,Standard,16,50.1,1,0
1929,East,Basic,47,61.51,1,0
1930,North,Standard,42,81.12,0,1
1931,South,Standard,36,36.53,0,0
1932,South,Standard,2,30.73,4,0
1933,East,Basic,28,29.68,2,1
1934,East,Standard,4,65.9,1,0
1935,North,Basic,36,68.33,3,1
1936,West,Basic,49,38.33,1,0
1937,North,Standard,38,9.55,0,0
1938,West,Standard,54,35.85,3,0
1939,North,Basic,26,57.86,1,0
1940,North,Premium,22,46.8,0,0
1941,West,Basic,32,51.25,1,1
1942,North,Standard,17,38.58,0,0
1943,South,Premium,57,66.25,1,0
1944,South,Standard,58,54.18,1,0
1945,North,Premium,30,58.56,0,0
1946,East,Standard,57,50.86,2,0
1947,West,Standard,2,57.44,0,0
1948,West,Standard,11,56.25,2,0
1949,South,Standard,21,31.29,0,0
1950,South,Basic,28,54.72,0,0
1951,North,Standard,17,62.25,0,0
1952,North,Basic,37,68.79,0,0
1953,North,Premium,57,55.49,0,0
1954,West,Basic,33,30.63,0,0
1955,West,Basic,32,33.4,1,0
1956,East,Premium,5,40.17,2,0
1957,South,Basic,20,51.41,3,0
1958,South,Basic,58,45.8,0,0
1959,South,Standard,58,27.77,1,0
1960,South,Basic,8,27.67,0,0
1961,South,Basic,2,10.23,0,0
1962,North,Standard,60,8.0,2,0
1963,North,Basic,13,45.63,2,0
1964,West,Basic,41,89.76,1,1
1965,South,Basic,59,80.34,3,1
1966,West,Basic,56,30.39,0,0
1967,North,Basic,40,50.7,3,1
1968,South,Basic,27,21.64,0,0
1969,North,Standard,55,24.38,0,0
1970,North,Standard,50,26.45,0,0
1971,North,Basic,60,43.94,3,1
1972,North,Basic,37,44.72,0,0
1973,West,Premium,67,52.55,0,0
1974,South,Standard,55,59.94,3,0
1975,East,Basic,5,41.94,1,0
1976,South,Standard,21,48.65,0,0
1977,South,Basic,57,28.31,0,0
1978,South,Premium,9,23.8,0,0
1979,North,Premium,51,21.02,1,0
1980,West,Premium,25,59.69,2,0
1981,East,Basic,15,41.92,1,1
1982,East,Basic,39,14.32,1,0
1983,South,Basic,67,46.86,2,0
1984,North,Basic,64,25.52,0,0
1985,West,Basic,29,77.89,2,0
1986,South,Standard,1,37.58,1,0
1987,North,Basic,64,60.27,1,0
1988,South,Premium,64,67.6,1,1
1989,East,Basic,43,30.81,2,0
1990,East,Basic,45,49.37,2,0
1991,East,Premium,38,57.96,1,0
1992,East,Standard,1,50.08,1,0
1993,North,Basic,12,54.5,2,1
1994,West,Standard,11,24.07,2,0
1995,South,Basic,65,57.97,4,1
1996,East,Basic,4,39.25,0,0
1997,North,Standard,40,54.29,1,0
1998,West,Basic,26,64.56,0,0
1999,North,Standard,1,60.04,1,0
2000,North,Basic,66,54.28,0,0
2001,South,Standard,2,59.56,1,0
2002,North,Standard,61,60.39,0,1
2003,North,Basic,56,74.92,0,0
2004,East,Basic,57,47.39,0,0
2005,South,Basic,12,50.95,1,0
2006,West,Standard,63,64.78,2,0
2007,South,Standard,43,39.17,2,0
2008,East,Standard,29,23.97,1,0
2009,South,Basic,49,56.88,1,1
2010,East,Basic,25,44.29,4,0
2011,South,Standard,20,26.26,1,0
2012,South,Basic,21,57.01,0,0
2013,West,Standard,41,73.76,0,0
2014,South,Basic,43,18.66,2,0
2015,North,Basic,18,66.4,2,1
2016,East,Standard,18,8.0,2,0
2017,West,Standard,68,40.79,1,0
2018,North,Standard,37,81.13,0,0
2019,South,Basic,62,42.09,1,1
2020,West,Premium,24,49.62,0,0
2021,East,Premium,21,61.73,0,0
2022,West,Premium,21,17.1,1,0
2023,South,Standard,38,49.3,1,0
2024,East,Standard,56,49.16,1,0
2025,South,Standard,36,81.52,1,0
2026,West,Basic,21,25.76,1,0
2027,South,Basic,69,41.13,2,0
2028,East,Standard,41,31.29,1,0
2029,South,Basic,28,29.38,6,1
2030,South,Basic,1,68.29,3,1
2031,East,Premium,40,48.48,1,0
2032,South,Basic,45,38.0,1,0
2033,West,Standard,66,38.68,1,0
2034,South,Standard,17,37.86,1,0
2035,East,Basic,12,39.47,1,0
2036,South,Premium,71,25.24,0,0
2037,South,Basic,40,43.34,0,0
2038,South,Premium,2,41.53,3,0
2039,North,Standard,8,34.36,0,0
2040,North,Basic,34,50.79,0,0
2041,East,Basic,44,52.32,2,1
2042,East,Basic,18,37.98,2,1
2043,East,Basic,26,45.41,0,0
2044,North,Basic,53,86.86,1,1
2045,South,Premium,69,86.17,3,1
2046,North,Basic,35,29.03,0,0
2047,East,Premium,30,31.54,1,0
2048,West,Basic,26,28.93,2,0
2049,North,Premium,10,67.03,1,0
2050,East,Basic,4,40.83,2,0
2051,North,Basic,60,52.31,0,0
2052,North,Standard,3,83.95,2,1
2053,North,Basic,59,47.81,0,1
2054,North,Premium,18,60.71,1,0
2055,East,Basic,50,57.37,1,0
2056,West,Standard,68,37.41,1,0
2057,North,Standard,54,67.06,3,0
2058,South,Standard,52,32.71,0,0
2059,East,Basic,19,72.12,0,0
2060,West,Basic,43,37.43,0,0
2061,East,Basic,46,39.4,2,0
2062,North,Basic,31,28.41,1,0
2063,East,Basic,3,31.36,1,0
2064,South,Premium,65,40.32,0,0
2065,West,Standard,14,8.0,1,0
2066,South,Standard,70,43.8,3,0
2067,East,Basic,67,38.86,1,1
2068,North,Basic,2,62.22,0,0
2069,South,Standard,53,55.61,1,0
2070,West,Basic,46,35.26,1,0
2071,East,Basic,17,39.75,1,0
2072,South,Standard,58,43.78,2,0
2073,West,Standard,8,74.75,0,0
2074,West,Premium,18,33.2,0,0
2075,South,Basic,68,35.04,1,0
2076,South,Standard,53,27.69,1,0
2077,South,Basic,8,21.32,3,1
2078,East,Basic,11,53.53,1,0
2079,South,Standard,19,51.65,1,0
2080,North,Basic,6,71.09,0,0
2081,West,Standard,13,66.75,3,1
2082,West,Basic,41,91.15,1,1
2083,West,Basic,1,46.67,0,0
2084,West,Premium,21,43.31,0,0
2085,East,Basic,23,24.6,0,0
2086,East,Standard,69,60.54,0,0
2087,East,Basic,70,50.13,1,0
2088,South,Premium,61,59.72,2,0
2089,South,Basic,25,27.5,1,0
2090,North,Basic,38,54.33,2,0
2091,East,Standard,36,51.69,0,0
2092,North,Basic,62,50.5,1,0
2093,North,Basic,53,35.7,1,0
2094,South,Premium,65,69.41,1,0
2095,South,Standard,40,84.91,0,1
2096,North,Standard,66,28.01,0,0
2097,East,Standard,53,60.97,0,0
2098,West,Premium,53,8.0,2,0
2099,North,Premium,47,60.03,1,0
2100,North,Standard,24,14.34,4,0
2101,South,Basic,44,38.55,0,0
2102,East,Basic,26,24.37,1,0
2103,West,Standard,47,44.12,0,0
2104,North,Premium,19,63.1,0,0
2105,East,Standard,57,14.57,3,0
2106,North,Basic,41,41.53,0,0
2107,South,Basic,51,38.76,1,0
2108,West,Standard,16,76.46,0,1
2109,North,Premium,57,55.77,3,0
2110,North,Basic,57,26.81,2,0
2111,South,Standard,11,39.52,3,1
2112,East,Standard,25,76.01,4,1
2113,West,Premium,49,60.86,1,1
2114,West,Basic,63,31.47,0,0
2115,North,Premium,53,43.19,2,0
2116,North,Standard,34,43.77,0,0
2117,East,Standard,22,38.32,3,0
2118,North,Basic,65,17.22,1,0
2119,West,Standard,63,35.8,0,1
2120,East,Standard,64,73.01,1,0
2121,North,Basic,22,41.14,1,0
2122,West,Basic,31,46.14,0,0
2123,North,Standard,18,50.53,1,0
2124,South,Standard,68,87.93,0,0
2125,South,Basic,62,48.16,0,0
2126,South,Basic,13,67.69,0,1
2127,East,Basic,18,37.23,1,1
2128,East,Premium,40,43.33,2,0
2129,West,Premium,30,48.23,1,1
2130,West,Basic,33,34.07,1,0
2131,South,Basic,27,44.33,1,1
2132,North,Basic,48,63.98,1,0
2133,East,Standard,64,33.59,0,0
2134,West,Premium,66,48.0,0,0
2135,South,Standard,33,60.76,0,0
2136,South,Basic,59,33.16,0,0
2137,South,Basic,50,67.72,1,0
2138,North,Basic,14,49.31,2,0
2139,East,Premium,57,45.03,0,0
2140,South,Standard,25,11.85,2,0
2141,East,Standard,45,41.27,0,0
2142,West,Basic,52,54.69,2,1
2143,West,Premium,68,79.42,3,0
2144,South,Basic,68,58.22,1,0
2145,South,Premium,57,68.27,1,0
2146,East,Premium,36,26.24,4,0
2147,East,Standard,29,45.72,0,0
2148,South,Premium,32,69.97,1,0
2149,West,Basic,68,32.02,0,0
2150,North,Standard,15,65.37,1,1
2151,West,Basic,38,61.2,0,0
2152,North,Standard,49,52.95,3,0
2153,North,Basic,2,42.08,2,1
2154,South,Basic,46,30.25,2,0
2155,North,Basic,19,79.96,0,1
2156,North,Basic,20,59.37,1,0
2157,North,Standard,45,54.13,0,0
2158,South,Standard,1,40.57,0,0
2159,East,Basic,12,48.68,1,0
2160,North,Premium,33,50.96,2,0
2161,East,Premium,42,55.2,2,1
2162,West,Basic,8,61.22,3,0
2163,North,Basic,26,33.92,2,0
2164,North,Standard,22,21.6,0,0
2165,West,Standard,38,49.52,1,0
2166,West,Basic,22,16.55,0,0
2167,South,Standard,1,42.17,0,0
2168,East,Basic,38,38.83,2,1
2169,North,Basic,61,56.85,0,0
2170,South,Standard,42,83.69,0,0
2171,East,Standard,26,13.0,0,0
2172,North,Premium,35,88.94,1,0
2173,East,Basic,10,43.8,1,0
2174,South,Basic,17,54.26,0,0
2175,East,Basic,32,22.53,1,0
2176,South,Basic,43,65.94,1,0
2177,South,Basic,35,48.75,1,1
2178,North,Standard,69,46.89,3,0
2179,North,Standard,46,13.13,2,0
2180,East,Standard,2,49.33,2,0
2181,North,Basic,38,63.22,1,0
2182,North,Basic,42,43.75,1,1
2183,North,Standard,4,69.14,0,0
2184,North,Basic,28,68.39,0,0
2185,West,Premium,62,36.46,0,0
2186,South,Basic,26,76.71,0,0
2187,West,Standard,33,48.82,0,0
2188,North,Premium,16,48.9,1,1
2189,East,Standard,6,49.78,2,0
2190,South,Standard,23,49.25,1,0
2191,South,Standard,55,8.0,1,0
2192,West,Basic,70,44.66,2,1
2193,West,Standard,47,23.45,1,0
2194,West,Premium,59,77.27,2,0
2195,North,Premium,47,76.55,2,0
2196,North,Basic,47,63.33,0,0
2197,East,Basic,31,43.71,1,0
2198,North,Standard,5,29.86,0,1
2199,East,Standard,30,36.16,1,0
2200,South,Basic,62,82.97,0,0
2201,South,Basic,39,35.54,1,0
2202,West,Basic,55,8.0,2,0
2203,East,Standard,4,66.54,2,0
2204,North,Basic,15,75.01,3,1
2205,North,Basic,22,77.87,1,1
2206,East,Basic,26,66.69,2,1
2207,South,Premium,71,69.63,2,0
2208,North,Basic,33,48.95,1,0
2209,South,Basic,48,10.63,1,0
2210,East,Standard,46,48.5,2,0
2211,West,Basic,30,59.19,2,1
2212,South,Premium,69,45.57,2,0
2213,South,Premium,16,44.74,2,0
2214,North,Basic,3,30.65,0,0
2215,South,Basic,53,29.97,2,0
2216,South,Basic,47,81.09,0,0
2217,South,Basic,19,81.74,0,0
2218,East,Basic,62,47.95,1,0
2219,North,Basic,12,53.07,1,1
2220,North,Basic,18,30.34,1,1
2221,North,Standard,11,59.57,1,0
2222,West,Basic,14,79.67,1,0
2223,East,Basic,52,20.47,1,0
2224,North,Standard,50,56.35,0,0
2225,West,Basic,46,57.7,1,1
2226,South,Basic,62,57.5,1,0
2227,South,Basic,5,77.57,0,1
2228,West,Basic,45,84.65,1,1
2229,North,Basic,9,43.8,0,0
2230,North,Premium,68,60.12,2,0
2231,South,Premium,46,49.52,0,0
2232,North,Basic,54,36.62,2,0
2233,East,Basic,41,52.87,2,0
2234,North,Standard,28,60.09,2,0
2235,North,Standard,49,51.9,4,0
2236,North,Basic,60,32.14,2,0
2237,South,Basic,13,39.66,1,1
2238,North,Basic,62,39.79,3,1
2239,North,Standard,52,32.84,1,0
2240,West,Basic,7,53.64,2,1
2241,South,Basic,67,55.53,0,0
2242,South,Basic,13,65.63,1,0
2243,North,Basic,43,32.56,3,1
2244,South,Standard,10,37.61,0,0
2245,North,Standard,14,75.98,2,0
2246,East,Standard,46,45.04,1,0
2247,North,Basic,49,48.54,0,0
2248,West,Basic,49,44.85,3,0
2249,West,Premium,25,68.39,2,0
2250,North,Standard,59,69.09,1,0
2251,North,Basic,4,68.04,0,0
2252,North,Basic,61,48.48,2,1
2253,East,Premium,22,32.3,0,0
2254,North,Standard,45,82.65,1,0
2255,West,Premium,65,63.41,1,0
2256,East,Standard,19,39.78,1,0
2257,East,Basic,30,73.63,2,1
2258,South,Basic,59,38.36,2,1
2259,West,Basic,62,73.39,1,0
2260,North,Standard,17,74.61,1,0
2261,South,Standard,37,31.41,1,0
2262,South,Basic,24,58.47,0,0
2263,West,Premium,37,62.08,1,0
2264,South,Basic,27,95.07,2,0
2265,East,Basic,1,34.64,1,0
2266,North,Basic,66,73.79,5,1
2267,West,Premium,46,48.31,1,0
2268,South,Premium,33,25.66,2,0
2269,South,Standard,8,45.84,3,0
2270,West,Premium,6,48.04,2,0
2271,South,Premium,34,28.94,2,0
2272,South,Premium,47,53.62,1,0
2273,South,Premium,19,65.24,3,0
2274,North,Basic,53,52.29,1,0
2275,South,Standard,28,38.25,1,0
2276,North,Standard,1,45.33,1,0
2277,North,Standard,39,47.92,2,0
2278,West,Basic,13,51.91,0,0
2279,South,Standard,2,67.98,0,0
2280,South,Premium,10,52.89,0,0
2281,South,Basic,21,22.75,1,0
2282,South,Premium,37,37.88,1,0
2283,East,Basic,71,50.99,2,1
2284,West,Basic,16,68.23,0,1
2285,West,Basic,5,71.36,1,0
2286,South,Standard,14,79.94,3,1
2287,South,Standard,23,50.35,0,0
2288,South,Basic,15,61.74,2,1
2289,South,Standard,23,21.82,1,0
2290,South,Basic,69,55.74,3,1
2291,East,Basic,27,28.65,2,0
2292,South,Premium,46,46.87,1,0
2293,South,Standard,49,102.54,0,0
2294,South,Standard,10,53.46,1,0
2295,South,Standard,18,32.45,0,0
2296,North,Premium,30,55.34,1,0
2297,North,Basic,33,38.69,1,0
2298,East,Basic,1,30.71,2,1
2299,South,Basic,46,85.86,1,0
2300,North,Standard,22,67.2,0,0
2301,South,Standard,23,54.22,1,0
2302,East,Standard,43,40.95,0,0
2303,North,Basic,68,42.41,4,0
2304,West,Basic,62,75.76,0,0
2305,West,Standard,70,53.52,0,0
2306,South,Premium,30,8.0,2,0
2307,East,Basic,9,91.58,0,1
2308,North,Basic,16,51.3,2,0
2309,West,Basic,25,54.18,2,1
2310,South,Basic,22,67.56,2,0
2311,West,Basic,15,56.38,1,0
2312,South,Basic,11,61.44,0,0
2313,North,Standard,14,40.37,0,0
2314,North,Basic,47,25.86,0,0
2315,East,Basic,35,53.04,0,1
2316,South,Basic,3,73.77,3,1
2317,North,Premium,41,36.34,2,0
2318,East,Basic,60,34.9,0,0
2319,West,Basic,31,69.98,0,0
2320,South,Basic,23,39.77,1,0
2321,South,Standard,20,40.61,1,0
2322,North,Premium,27,41.28,2,0
2323,East,Basic,20,46.83,2,1
2324,South,Basic,66,19.67,2,0
2325,West,Basic,71,38.29,4,1
2326,South,Standard,25,52.15,0,0
2327,South,Premium,66,52.02,0,0
2328,North,Basic,61,68.84,5,1
2329,North,Basic,6,81.11,0,0
2330,East,Standard,35,75.22,2,0
2331,South,Standard,47,64.46,2,0
2332,South,Basic,30,45.32,3,0
2333,West,Basic,33,36.78,1,1
2334,West,Basic,36,48.32,4,1
2335,West,Standard,49,58.54,1,0
2336,North,Standard,21,62.79,0,0
2337,South,Standard,43,59.22,4,0
2338,West,Premium,18,45.82,0,0
2339,South,Basic,64,62.16,0,0
2340,North,Basic,7,70.7,1,1
2341,East,Basic,5,63.84,0,1
2342,South,Premium,3,47.42,1,0
2343,South,Standard,25,32.99,1,0
2344,West,Basic,44,32.56,0,1
2345,East,Basic,70,35.74,2,0
2346,South,Standard,33,52.63,0,0
2347,South,Standard,13,57.36,2,0
2348,South,Standard,27,22.54,2,0
2349,North,Basic,10,38.93,0,0
2350,East,Premium,34,52.38,2,0
2351,West,Standard,52,31.81,2,0
2352,North,Standard,3,55.81,0,0
2353,South,Standard,56,42.47,0,0
2354,West,Premium,17,34.98,0,0
2355,North,Premium,48,48.96,3,0
2356,South,Standard,58,55.06,2,0
2357,South,Basic,56,32.73,1,0
2358,East,Basic,48,43.63,0,0
2359,North,Premium,50,56.42,0,0
2360,East,Standard,14,34.28,1,0
2361,South,Basic,10,18.16,0,0
2362,East,Basic,28,20.34,1,0
2363,North,Premium,44,40.48,3,0
2364,South,Premium,44,24.27,1,0
2365,South,Premium,56,41.74,1,0
2366,North,Basic,22,77.97,1,1
2367,North,Standard,62,23.19,0,0
2368,North,Premium,32,42.91,2,0
2369,South,Basic,18,86.38,0,0
2370,North,Basic,53,55.35,0,0
2371,West,Premium,10,41.38,2,0
2372,South,Basic,29,45.18,2,0
2373,East,Standard,56,55.73,1,0
2374,West,Standard,55,78.52,1,1
2375,North,Standard,19,38.44,1,0
2376,East,Basic,12,34.36,2,0
2377,West,Standard,3,23.18,2,0
2378,East,Basic,7,49.86,3,1
2379,South,Premium,59,22.7,0,0
2380,South,Basic,56,39.65,0,0
2381,North,Standard,36,31.64,0,0
2382,South,Standard,41,67.33,0,0
2383,West,Basic,24,38.85,1,1
2384,West,Basic,14,55.14,0,0
2385,North,Standard,1,19.13,0,0
2386,East,Basic,48,50.37,1,0
2387,South,Basic,3,26.34,0,0
2388,West,Standard,8,40.34,2,0
2389,North,Premium,57,87.8,1,0
2390,West,Standard,42,64.78,3,1
2391,West,Basic,35,45.69,1,1
2392,North,Premium,16,105.58,2,0
2393,North,Standard,11,31.53,2,0
2394,West,Basic,34,68.97,2,1
2395,North,Basic,26,20.41,3,1
2396,South,Basic,38,43.61,3,0
2397,West,Basic,12,23.74,2,0
2398,South,Standard,17,52.63,1,1
2399,South,Basic,9,49.01,2,0
2400,South,Standard,31,42.46,1,0
2401,North,Basic,20,67.66,2,1
2402,West,Basic,16,37.79,2,0
2403,South,Basic,40,53.88,0,0
2404,North,Standard,36,62.77,2,0
2405,North,Standard,15,21.3,1,0
2406,West,Basic,50,34.53,1,1
2407,North,Basic,25,48.97,0,0
2408,West,Basic,25,59.34,1,0
2409,East,Premium,34,73.58,1,0
2410,West,Basic,10,44.11,0,1
2411,West,Standard,30,42.3,2,0
2412,West,Basic,42,32.29,1,1
2413,West,Basic,10,53.94,1,0
2414,North,Standard,41,42.65,1,0
2415,East,Standard,3,43.07,3,1
2416,South,Basic,43,46.31,0,0
2417,South,Premium,3,57.93,0,0
2418,West,Basic,13,37.85,1,0
2419,West,Basic,25,34.1,1,0
2420,East,Basic,44,55.77,2,0
2421,South,Standard,52,8.0,4,1
2422,South,Standard,34,37.13,1,0
2423,South,Basic,10,27.28,2,0
2424,South,Premium,28,69.66,0,0
2425,South,Standard,56,40.06,1,0
2426,North,Premium,7,37.91,2,0
2427,North,Premium,51,47.12,0,0
2428,East,Premium,28,37.28,1,0
2429,South,Standard,1,40.75,3,0
2430,West,Basic,50,49.75,1,0
2431,East,Basic,2,40.4,1,0
2432,North,Standard,27,40.27,1,0
2433,North,Basic,14,29.82,0,0
2434,North,Standard,42,27.23,1,0
2435,West,Basic,4,49.09,0,0
2436,North,Premium,7,53.52,1,0
2437,South,Basic,38,22.29,0,0
2438,West,Premium,71,61.68,0,0
2439,West,Basic,3,61.75,0,1
2440,North,Basic,33,65.54,2,0
2441,North,Premium,57,53.4,2,0
2442,North,Premium,21,59.47,0,0
2443,North,Standard,36,87.33,1,0
2444,North,Premium,60,42.57,0,0
2445,South,Basic,52,29.18,2,0
2446,West,Premium,21,20.39,4,0
2447,South,Basic,54,79.6,1,1
2448,East,Standard,48,79.84,1,0
2449,North,Basic,36,31.36,1,1
2450,East,Basic,32,34.91,2,0
2451,East,Standard,66,42.17,0,0
2452,West,Standard,63,70.04,0,1
2453,West,Basic,71,24.83,1,0
2454,South,Premium,48,12.6,1,0
2455,North,Standard,26,87.02,2,0
2456,North,Basic,8,53.62,3,1
2457,South,Standard,9,56.18,0,0
2458,West,Basic,68,44.31,2,1
2459,South,Basic,26,56.38,0,1
2460,East,Standard,8,20.74,0,0
2461,South,Basic,16,32.86,1,0
2462,North,Basic,2,49.89,2,0
2463,South,Standard,38,8.0,0,0
2464,East,Basic,42,42.55,0,0
2465,East,Premium,27,41.45,1,0
2466,South,Standard,53,42.55,3,0
2467,North,Basic,35,38.08,1,0
